"Cand_ID";"ideology";"Amt";"Cand_name";"party"
"N00001955";"JE300";8543.0;" Ben Cardin (D) ";" D "
"N00001955";"K1000";35968.0;" Ben Cardin (D) ";" D "
"N00001955";"K1100";7500.0;" Ben Cardin (D) ";" D "
"N00001955";"K1200";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"L1100";21000.0;" Ben Cardin (D) ";" D "
"N00001955";"L1200";7500.0;" Ben Cardin (D) ";" D "
"N00001955";"L1300";14000.0;" Ben Cardin (D) ";" D "
"N00001955";"L1400";10000.0;" Ben Cardin (D) ";" D "
"N00001955";"L1500";19500.0;" Ben Cardin (D) ";" D "
"N00001955";"L5000";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"LB100";32000.0;" Ben Cardin (D) ";" D "
"N00001955";"LC150";10000.0;" Ben Cardin (D) ";" D "
"N00001955";"LG100";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"LG400";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"LM100";3000.0;" Ben Cardin (D) ";" D "
"N00001955";"LM150";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"LT000";3500.0;" Ben Cardin (D) ";" D "
"N00001955";"LT100";10500.0;" Ben Cardin (D) ";" D "
"N00001955";"LT400";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"LT500";20000.0;" Ben Cardin (D) ";" D "
"N00001955";"M0000";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"M1000";9500.0;" Ben Cardin (D) ";" D "
"N00001955";"M1300";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"M1500";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"M2000";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"M2300";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"M3200";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"M5100";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"T1100";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"T1200";3000.0;" Ben Cardin (D) ";" D "
"N00001955";"T1400";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"T1600";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"T2100";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"T2310";0.0;" Ben Cardin (D) ";" D "
"N00001955";"T2500";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"T3100";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"T5100";10500.0;" Ben Cardin (D) ";" D "
"N00001955";"T6200";6000.0;" Ben Cardin (D) ";" D "
"N00001955";"T7100";7500.0;" Ben Cardin (D) ";" D "
"N00001955";"T8300";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"T9000";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"T9100";10000.0;" Ben Cardin (D) ";" D "
